orig_depth,orig_direction,orig_max,orig_mean,orig_median,orig_min,orig_origin,orig_size,orig_spacing,orig_std,path
101,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1482,-286.73263817966574,-98.0,-1024,"(-146.70703125, -333.70703125, -335.0)","(512, 512, 101)","(0.5859375, 0.5859375, 3.0)",421.4251925483788,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0381/01-01-2000-83797/3000039-33813
99,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",12858,-659.7973340352377,-117.0,-2048,"(-183.5937042236328, -206.25, 1349.0)","(512, 512, 99)","(0.698, 0.698, 3.0)",834.7369662981137,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0972/01-01-2000-95294/5447-10714
134,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2280,-449.71394433548204,-325.0,-1024,"(-189.642578125, -334.642578125, -450.0)","(512, 512, 134)","(0.71484375, 0.71484375, 3.0)",486.47685995655934,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0577/01-01-2000-78172/5490-ThoraxRoutine  3.0  B31s-93067
232,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2254,-910.8817473444445,-613.0,-3024,"(-160.39999389648438, -131.3000030517578, -326.3349914550781)","(512, 512, 232)","(0.585938, 0.585938, 1.25)",1174.976473227263,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0871/01-01-2000-CT LUNG SCREEN-55211/17534
121,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-366.1832933031823,-113.0,-1024,"(-198.6171875, -355.6171875, -411.0)","(512, 512, 121)","(0.765625, 0.765625, 3.0)",450.89091922853595,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0296/01-01-2000-22378/5453-ThoraxRoutine  3.0  B31s-64008
239,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-954.4475522699715,-821.0,-3024,"(-141.10000610351562, -150.0, -321.7650146484375)","(512, 512, 239)","(0.585938, 0.585938, 1.25)",1156.75230510853,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0907/01-01-2000-CT CHEST O CONTR-86190/73696
113,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-792.875261593709,-909.0,-2048,"(-171.39999389648438, -180.0, -279.5)","(512, 512, 113)","(0.703125, 0.703125, 2.5)",791.6875855108177,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0230/01-01-2000-CT CA-55484/4-Recon 2 CHEST-ABD-67626
139,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2747,-810.6161726807519,-918.0,-2048,"(-194.8000030517578, -190.1999969482422, -334.25)","(512, 512, 139)","(0.78125, 0.78125, 2.5)",776.3367451418824,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0261/01-01-2000-CT THORAX WCONTRAST-54976/2-CHEST-48430
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16330,6911.7009666663735,7555.0,29,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3550.1422093606607,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0261/01-01-2000-CHEST PA  LATERAL-00730/48751-CHEST PA  LATERAL-23285
255,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2492,-1004.9148919797411,-882.0,-3024,"(-150.8000030517578, -167.0, -350.3299865722656)","(512, 512, 255)","(0.652344, 0.652344, 1.25)",1139.4179565380346,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0971/01-01-2000-CT LUNG SCREEN-31007/90445
564,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1808,-878.34947193768,-193.0,-3024,"(-186.1999969482422, -180.0, -349.0199890136719)","(512, 512, 564)","(0.703125, 0.703125, 0.625)",1185.4258494107278,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0308/01-01-2000-CHEST-81653/32236-Recon 2-05185
290,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-593.1927726745605,-883.0,-1000,"(-160.55859375, -42.2851448059082, -842.4000244140625)","(512, 512, 290)","(0.64453125, 0.64453125, 1.0)",476.87892941735413,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0989/01-01-2000-48574/30080-50856
241,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1027.6777755294104,-908.0,-3024,"(-234.8000030517578, -170.5, -325.0)","(512, 512, 241)","(0.822266, 0.822266, 1.25)",1139.9194963192917,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0004/01-01-2000-91780/3000534-58228
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",32767,18148.834575237604,19837.0,0,"(0.0, 0.0, 0.0)","(2265, 2269, 1)","(1.0, 1.0, 1.0)",7296.246401053636,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0004/01-01-2000-88534/3000897-82201
255,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2905,-967.6052311317593,-824.0,-3024,"(-165.8000030517578, -141.89999389648438, -330.82000732421875)","(512, 512, 255)","(0.615234, 0.615234, 1.25)",1155.0325358084974,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0969/01-01-2000-CT LUNG SCREEN-46518/38194
269,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2707,-889.9839241424901,-458.0,-3024,"(-161.60000610351562, -171.5, -319.2950134277344)","(512, 512, 269)","(0.669922, 0.669922, 1.25)",1184.9662702988817,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0658/01-01-2000-CT LUNG SCREEN-94591/58859
96,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-433.70746115843457,-148.0,-1024,"(-161.677734375, -308.677734375, -317.0)","(512, 512, 96)","(0.64453125, 0.64453125, 3.0)",478.40655380144085,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0323/01-01-2000-51294/3000036-29850
404,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1761,-960.7101076522677,-827.0,-3024,"(-163.89999389648438, -180.0, -242.8350067138672)","(512, 512, 404)","(0.703125, 0.703125, 0.625)",1149.948154108078,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0375/01-01-2000-23383/30472-71780
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-758.0113187804258,-856.0,-2048,"(-193.3000030517578, -180.8000030517578, -353.75)","(512, 512, 133)","(0.78125, 0.78125, 2.5)",799.1509700875334,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0253/01-01-2000-CT THORAX WCONTRAST-83454/2-CHEST-08334
248,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-965.6424259831829,-841.0,-3024,"(-169.39999389648438, -173.5, -357.75)","(512, 512, 248)","(0.722656, 0.722656, 1.25)",1160.7453046526127,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0877/01-01-2000-CT LUNG SCREEN-82704/15089
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16383,4450.195807807664,4590.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(1.0, 1.0, 1.0)",1316.9903024563732,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0111/01-01-2000-66766/3001582-18239
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2175,-885.2674846505761,-953.0,-2048,"(-174.3000030517578, -180.0, -350.94500732421875)","(512, 512, 133)","(0.703125, 0.703125, 2.5)",740.432849697304,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0111/01-01-2000-02086/3000705-92959
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3322,2594.8039992536756,2627.0,0,"(0.0, 0.0, 0.0)","(2992, 2927, 1)","(0.143, 0.143, 1.0)",408.2990503834711,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0136/01-01-2000-94990/3108-W Chest PA-62296
153,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-517.766575308407,-777.0,-1024,"(-218.58203125, -366.58203125, -434.5)","(512, 512, 153)","(0.8359375, 0.8359375, 3.0)",466.6689659727494,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0136/01-01-2000-99869/3133-ChestRoutine  3.0  B31f-06739
124,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2160,-284.40332923396943,-104.0,-1024,"(-167.671875, -328.671875, -420.0)","(512, 512, 124)","(0.65625, 0.65625, 3.0)",417.76515016684823,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0946/01-01-2000-23166/5489-ThoraxRoutine  3.0  B31s-83373
481,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1820,-971.6447958916488,-847.0,-3024,"(-154.0, -128.0, -281.4800109863281)","(512, 512, 481)","(0.605469, 0.605469, 0.625)",1145.2583418569038,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0963/01-01-2000-1-69037/30772-67558
284,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2182,-982.9035524717519,-873.0,-3024,"(-149.6999969482422, -178.6999969482422, -382.75)","(512, 512, 284)","(0.625, 0.625, 1.25)",1147.8825436108407,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0295/01-01-2000-CT CHEST O CONTR-17473/2-83452
118,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-468.8234927290577,-569.0,-1024,"(-171.666015625, -339.666015625, -389.0)","(512, 512, 118)","(0.66796875, 0.66796875, 3.0)",483.43617624788413,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0533/01-01-2000-78329/5354-ChestRoutine  3.0  B31f-21367
276,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-519.644011552783,-863.0,-1000,"(-141.84066772460938, 23.14562225341797, -825.199951171875)","(512, 512, 276)","(0.6171875, 0.6171875, 1.0)",532.1989902535604,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0587/01-01-2000-72112/30058-61074
115,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-800.7357391689135,-848.0,-2048,"(-180.0, -140.10000610351562, -337.0)","(512, 512, 115)","(0.703125, 0.703125, 2.5)",767.5447807039807,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0060/01-01-2000-18382/3000575-55115
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16355,6710.620012950859,7045.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(1.0, 1.0, 1.0)",3503.624732339955,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0060/01-01-2000-03997/3001592-27810
371,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-353.2164679370479,-106.0,-1000,"(-187.0, 10.0, -753.0999755859375)","(512, 512, 371)","(0.66796875, 0.66796875, 1.0)",493.1622158754743,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0811/01-01-2000-1-15517/30007-84692
177,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-517.1083534154515,-810.0,-1024,"(-174.62890625, -330.62890625, -342.79998779296875)","(512, 512, 177)","(0.7421875, 0.7421875, 1.79998779296875)",473.23373249493113,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0413/01-01-2000-05546/3000050-14231
139,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-775.8496373402986,-836.0,-2048,"(-230.0, -230.0, -354.5)","(512, 512, 139)","(0.898438, 0.898438, 2.5)",774.2111331722269,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0153/01-01-2000-31386/3000669-59527
4,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16383,3999.682152296548,4529.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 4)","(1.0, 1.0, 1.0)",1932.0991178102786,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0153/01-01-2000-61130/3001604-26119
281,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1098.3982174286214,-942.0,-3024,"(-206.89999389648438, -199.0, -330.0)","(512, 512, 281)","(0.816406, 0.816406, 1.25)",1080.2947574290413,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0039/01-01-2000-49300/3000517-01463
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",4091,1551.4485025390625,1316.0,29,"(0.0, 0.0, 0.0)","(2048, 2500, 1)","(1.0, 1.0, 1.0)",956.1349687498988,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0039/01-01-2000-73642/3000915-32229
104,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-559.0692448616028,-868.0,-1024,"(-167.681640625, -284.681640625, -296.5)","(512, 512, 104)","(0.63671875, 0.63671875, 3.0)",495.26616886853003,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0098/01-01-2000-97960/3094-ThoraxRoutine  3.0  B31s-45271
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-766.4997049767202,-876.0,-2048,"(-160.0, -160.0, -315.25)","(512, 512, 127)","(0.625, 0.625, 2.5)",820.1333831526281,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0247/01-01-2000-CT CAP-42765/6-Recon 3 C-A-P-91202
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16332,6674.565332323702,7334.0,10,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3736.966219668065,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0247/01-01-2000-CHEST PA  LATERAL-21132/55309-CHEST PA  LATERAL-59899
270,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2192,-893.1249998163294,-452.0,-3024,"(-143.60000610351562, -159.1999969482422, -362.8900146484375)","(512, 512, 270)","(0.603516, 0.603516, 1.25)",1177.5071021395227,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0350/01-01-2000-CT LUNG SCREEN-63412/88402
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16383,4045.942635474071,4610.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(1.0, 1.0, 1.0)",1790.7631271802172,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0143/01-01-2000-CHEST PA  LATERAL-77155/2529-CHEST PA  LATERAL-12205
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3072,-812.9734198778195,-902.0,-2048,"(-175.1999969482422, -170.0, -363.7449951171875)","(512, 512, 133)","(0.664062, 0.664062, 2.5)",784.0332935341003,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0143/01-01-2000-CT THORAX WCONTRAST-05745/3-Recon 2 CHEST-92345
280,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-513.2521043232509,-791.0,-1000,"(-178.3480682373047, -32.89871597290039, -593.9000244140625)","(512, 512, 280)","(0.67578125, 0.67578125, 1.0)",482.1720993982996,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0608/01-01-2000-27157/30022-06005
240,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2459,-913.4510615507762,-686.0,-3024,"(-139.10000610351562, -150.0, -329.20001220703125)","(512, 512, 240)","(0.585938, 0.585938, 1.25)",1174.0544832028206,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0645/01-01-2000-CT LUNG SCREEN-53655/87713
176,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2928,-359.08180789514023,-120.0,-1024,"(-179.62890625, -381.62890625, -361.0)","(512, 512, 176)","(0.7421875, 0.7421875, 1.79998779296875)",459.81372289073846,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0579/01-01-2000-32402/3000293-32756
461,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3072,-1067.3704508038768,-908.0,-3024,"(-181.0, -165.0, -270.875)","(512, 512, 461)","(0.644531, 0.644531, 0.625)",1100.4538060689729,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0827/01-01-2000-CHEST-21019/31050-Recon 2 ACRIN LARGE-53819
557,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2224,-842.7737901780079,-149.0,-3024,"(-172.6999969482422, -180.0, -319.2950134277344)","(512, 512, 557)","(0.703125, 0.703125, 0.625)",1196.7473197488403,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0437/01-01-2000-CHEST-35088/31028-Recon 2 ACRIN LARGE-13632
111,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",6915,-710.9704295665294,-166.0,-2048,"(-191.4062042236328, -210.9375, 610.0)","(512, 512, 111)","(0.769, 0.769, 3.0)",846.3816566571593,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0541/01-01-2000-89260/5515-39652
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",4089,1287.5645478515626,1105.0,18,"(0.0, 0.0, 0.0)","(2500, 2048, 1)","(1.0, 1.0, 1.0)",826.9904471946179,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0076/01-01-2000-71747/3001587-88013
297,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1035.1976689425383,-917.0,-3024,"(-210.3000030517578, -247.0, -368.75)","(512, 512, 297)","(0.787109, 0.787109, 1.25)",1119.3283270273346,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0076/01-01-2000-87685/3000734-93071
214,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-830.2970118121566,-913.0,-2048,"(-210.0, -210.0, -290.75)","(512, 512, 214)","(0.820312, 0.820312, 1.25)",782.9441988490119,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0249/01-01-2000-CT ANGIO CHEST NON-CO-36080/3-Recon 2 BOTTOM TO TOP-28001
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16330,7924.978380495068,8696.0,139,"(0.0, 0.0, 0.0)","(2022, 2022, 1)","(0.19444444, 0.19444444, 1.0)",3168.466262694812,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0249/01-01-2000-CHEST 2 VIEW-97887/56735-CHEST 2 VIEW-63175
140,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1817,-935.8388652801514,-786.0,-3024,"(-187.5, -205.1999969482422, -365.0)","(512, 512, 140)","(0.732422, 0.732422, 2.5)",1163.9576992164218,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0738/01-01-2000-CT LUNG SCREEN-00292/65035
478,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-472.63183047083135,-627.0,-1024,"(-160.6953125, -311.6953125, -390.5)","(512, 512, 478)","(0.609375, 0.609375, 0.70001220703125)",483.2062019092506,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0845/01-01-2000-15546/1624-NLST TLC VOL B30F-61989
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2355,1156.650415772251,1233.0,0,"(0.0, 0.0, 0.0)","(2017, 2011, 1)","(1.0, 1.0, 1.0)",215.93914865957865,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0128/01-01-2000-03064/3001607-19595
257,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1033.2479978628196,-904.0,-3024,"(-226.3000030517578, -218.0, -310.0)","(512, 512, 257)","(0.851562, 0.851562, 1.25)",1112.6771897886795,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0128/01-01-2000-25676/3000740-19144
481,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1716,-915.088011807067,-671.0,-3024,"(-129.8000030517578, -156.6999969482422, -258.260009765625)","(512, 512, 481)","(0.585938, 0.585938, 0.625)",1165.9477117226454,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0734/01-01-2000-01616/30332-50204
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16365,6191.139298331606,6326.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(1.0, 1.0, 1.0)",3785.5539961729883,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0052/01-01-2000-87993/3001595-37316
272,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-820.7793727061328,-905.0,-2048,"(-214.39999389648438, -180.1999969482422, -354.5)","(512, 512, 272)","(0.742188, 0.742188, 1.25)",772.8979933489967,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0052/01-01-2000-51420/3000625-20084
139,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-713.4306106018505,-765.0,-2048,"(-205.5, -190.0, -400.5)","(512, 512, 139)","(0.742188, 0.742188, 2.5)",810.9129668959241,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0559/01-01-2000-CT THORAX WCONTRAST-98352/3-Recon 2 CHEST-77129
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16362,5682.544549699845,5590.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(0.19444444, 0.19444444, 1.0)",4113.927272469974,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0166/01-01-2000-CHEST PA  LATERAL-08026/36286-CHEST PA  LATERAL-03329
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-934.3286404430418,-957.0,-2048,"(-163.39999389648438, -180.0, -346.75)","(512, 512, 133)","(0.703125, 0.703125, 2.5)",717.6860757702794,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0166/01-01-2000-CT THORAX WCONTRAST-66290/3-Recon 2 CHEST-92308
256,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-939.5185444355011,-810.0,-3024,"(-196.6999969482422, -203.89999389648438, -309.7049865722656)","(512, 512, 256)","(0.703125, 0.703125, 1.25)",1162.0520913158175,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0393/01-01-2000-CHEST-52665/30887-97866
308,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1825,-415.2014474249505,-142.0,-1024,"(-199.6484375, -355.6484375, -353.5)","(512, 512, 308)","(0.703125, 0.703125, 1.0)",496.6797131176216,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0521/01-01-2000-16104/3000661-33473
161,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1603,-1002.278813782686,-880.0,-3024,"(-170.5, -170.0, -298.0150146484375)","(512, 512, 161)","(0.664062, 0.664062, 2.0)",1136.8264126179372,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0500/01-01-2000-80882/30827-15056
445,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-526.9744773178958,-846.0,-1000,"(-174.0, -37.0, -861.5999755859375)","(512, 512, 445)","(0.67578125, 0.67578125, 0.75)",483.16469612817605,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0456/01-01-2000-27710/30055-22949
481,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1884,-931.9582097456014,-794.0,-3024,"(-172.10000610351562, -152.39999389648438, -236.4550018310547)","(512, 512, 481)","(0.664062, 0.664062, 0.625)",1165.910516905219,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0806/01-01-2000-99918/30476-41021
246,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2680,-885.8374430183472,-244.0,-3024,"(-144.5, -145.0, -324.80499267578125)","(512, 512, 246)","(0.566406, 0.566406, 1.25)",1178.9724875976115,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0919/01-01-2000-CT CHEST O CONTR-82842/2-40811
161,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2211,-869.3936741988852,-348.0,-3024,"(-187.6999969482422, -108.30000305175781, -194.0)","(512, 512, 161)","(0.548828, 0.548828, 1.25)",1193.1402619588328,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0447/01-01-2000-CT GUIDED LUNG B-56357/2-08059
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-714.3081301925774,-524.0,-2048,"(-223.0, -220.0, -357.5)","(512, 512, 133)","(0.859375, 0.859375, 2.5)",800.2032352830242,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0274/01-01-2000-CT THORAX WCONTRAST-53711/6-Recon 3 C-A-P-19998
477,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-987.0113109132778,-875.0,-3024,"(-139.1999969482422, -142.39999389648438, -285.0299987792969)","(512, 512, 477)","(0.625, 0.625, 0.625)",1135.663237695041,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0432/01-01-2000-CT CHEST-81601/31470-Recon 2 ACRIN SMALL-56742
